"","V1","V1","genotype","Vcmax","c2n_leaf","cuticular_cond","SLA","quantum_efficiency","leaf_respiration_rate_m2","stomatal_slope.BB","growth_respiration_coefficient","Jmax","chi_leaf","extinction_coefficient_diffuse"
"50","50","50",9964,28.3439337861108,49.3900674250707,644.091506715772,14.6439354544511,0.0619982529068998,2.41534366056242,3.13915376979872,0.417821920180292,66.6525126567207,1.54670005811207,0.116487812026496
"51","51","51",9965,31.6686518286875,22.7247913283528,2184.13226717305,14.9934669386612,0.0626825500875412,2.59748390144437,2.78515293118371,0.425017579032654,74.971406465063,1.61735009153998,0.122040257817872
"52","52","52",9966,27.3189044452254,35.2706711096741,3683.7995458544,15.1745266232911,0.0633986489794384,1.30309129844296,2.88039059804196,0.432821162273529,82.9830233085142,1.71099686318993,0.128211735711725
"53","53","53",9967,30.7090874620813,70.2270576020544,5763.61846641443,15.3300135940908,0.0643255101529201,1.57176759798301,2.91264633727467,0.441461467096124,90.7400469735912,1.81203813361311,0.134622494453355
"54","54","54",9968,29.1529191728105,8.7473189857503,10019.007279434,15.5070977548079,0.0657688995758062,1.69834479065663,2.93513566022939,0.451831814251949,98.4419006567551,1.92955123646177,0.142937580887603
"55","55","55",9969,33.255674943711,24.4715257148041,1093.11476777136,15.8186645555154,0.0567200711805941,1.79307238360874,2.95073495917484,0.466095629672871,105.859880020127,2.06079511907791,0.151539487401948
"56","56","56",9970,26.6600099663946,37.5893755094065,2460.54554759754,12.6422511985899,0.0583985116804392,1.87527557272704,2.96427828839563,0.486777010208792,113.594167541578,2.28170662264743,0.162370617393193
"57","57","57",9971,30.3185490795618,16.0275782025786,4043.93472551851,14.7214015418391,0.0593833475309771,1.94330855980171,2.97549710127611,0.282293930586493,121.516287697977,2.62751220897624,0.173600620896816
"58","58","58",9972,28.7400100336387,28.4240055513803,6348.25672390264,15.0250458076333,0.0601509521616387,2.01017455057606,2.98729275670773,0.3220741675617,129.680340022918,0.350369234881629,0.187015816388634
"59","59","59",9973,32.302535333074,44.2685161220015,11686.6278333512,15.1964096103202,0.0608125386695098,2.07802593631954,2.99839683742897,0.338263280863974,137.528993953966,0.56167534781267,0.204988956271224
"60","60","60",9974,27.8851636774967,20.534171060001,1390.81500284626,15.3559460525922,0.0614375589743235,2.14594881782565,3.00936095664682,0.350559734226193,146.163646484225,0.63739629244077,0.233130231321989
"61","61","61",9975,31.1644226886062,32.7223869556559,2770.5169488663,15.5375770653238,0.0620494725238006,2.21963500178756,3.02101708212789,0.360266098297198,155.158417876995,0.699486620332058,0.281712634895448
"62","62","62",9976,29.5597530677551,55.1539543366661,4435.5285101987,15.8949976085653,0.0627431118907708,2.31040681745259,3.03314394774331,0.368435379787342,164.095307291972,0.754869295689877,0.0215727676996587
"63","63","63",9977,35.2184984516386,11.9130879615457,7034.7681529303,13.5037183904479,0.0634818939279521,2.42777954835521,3.04506702380255,0.376171836522489,174.299264173307,0.801813062925694,0.0366389241053664
"64","64","64",9978,23.6531396649496,25.6976107763773,13794.1544901487,14.7907586950683,0.0644306524204022,2.61885931274115,3.0602900845501,0.383932468114646,185.545993116356,0.84608552419567,0.0437996583042972
"65","65","65",9979,29.7023056882476,39.6503682908471,1680.23815306506,15.0553803074471,0.066010189138168,1.34157958950519,3.07838323069,0.390775115147187,199.338682392986,0.889450950650831,0.0492385076045807
"66","66","66",9980,28.0474184179502,17.603967032218,3054.4020789674,15.2206400941155,0.0569193260964709,1.58346651912325,3.10283211824429,0.397650420088885,215.344538208826,0.932186446024187,0.0540896959930108
"67","67","67",9981,31.3394992629756,29.7775514122487,4845.26684218165,15.3775250437898,0.0584904387457598,1.70561396691451,3.14247907384145,0.404476390592466,234.741828531879,0.971314616997203,0.0583312349351375
"68","68","68",9982,26.9338056382155,47.2557836479679,7768.13329284195,15.5714249992345,0.0594652194207296,1.80066951892878,2.798236752727,0.411389681299115,267.632720409753,1.01496612640273,0.0623725752070113
"69","69","69",9983,30.4770304299755,21.860597742235,17467.0706221204,15.9928068290888,0.0602160327840116,1.88029974873258,2.88272265635803,0.418229374652518,11.6155647453055,1.05656497286121,0.0663027517973981
"70","70","70",9984,28.8979548973437,34.1834776779261,1938.91749840039,13.9446352546435,0.0608687955966454,1.94930277599664,2.91447884473534,0.425360123228713,33.5404019288315,1.09818790005715,0.0697939416945755
"71","71","71",9985,32.6115754033836,61.8278240667639,3349.64411474436,14.8386010802145,0.0614931719399783,2.01578317949885,2.93605324685727,0.433240984924056,47.2083998391646,1.14331338560746,0.0737771530761928
"72","72","72",9986,26.0712976046784,14.2746357547991,5273.31270542855,15.0807321147383,0.0621104262003384,2.08309191789154,2.9517482872158,0.441944335270772,57.7390154236891,1.18625340843258,0.077666876541822
"73","73","73",9987,30.0724616841636,27.0490935218362,8710.42657480954,15.2428252260517,0.0628032057378233,2.15106907415608,2.96488409316698,0.452449738598658,67.0559005978238,1.23118758732522,0.0811533477073152
"74","74","74",9988,28.5041463089726,41.7755272772677,26790.6258568398,15.4006423155392,0.0635439531078923,2.22739707222407,2.97641846850143,0.467434545401804,75.2331114741782,1.27778588486924,0.085205749876937
"75","75","75",9989,31.8909146917313,19.093722358307,752.193057965571,15.6141413281508,0.0645420379047586,2.31729976442492,2.98821299534008,0.488686152379762,83.338040952633,1.32776063392527,0.0892365590594603
"76","76","76",9990,27.5486838043305,31.2443624489811,2243.20117506463,16.1369237917521,0.0662248890688087,2.43810866761299,2.9989311430428,0.287834464530223,91.0178743286469,1.3773393412707,0.0938143418289793
"77","77","77",9991,30.8733982991613,50.7508667749815,3758.48102298858,14.2261649634323,0.0571451413029887,2.64048977396093,3.01004652182027,0.323142278049209,98.7649884317546,1.42620233329035,0.0981444604729484
"78","78","78",9992,29.3024671309087,23.1606526465831,5872.35015492812,14.8862305675609,0.05860040886636,1.37633269373678,3.02166857782272,0.338924190628993,106.331862959461,1.4859176824105,0.102264252659601
"79","79","79",9993,33.7456360516421,35.8969842677699,10303.3725356973,15.106153652085,0.0595337563439006,1.59365381056411,3.03377016181905,0.351139902161096,113.911476949821,1.54814736442753,0.106997689687268
"80","80","80",9994,25.3499091638213,77.437860597175,1164.40750294657,15.2642766669912,0.060281525694827,1.71318402635582,3.04589023233041,0.360673757331838,121.793227700984,1.62059913994749,0.111543354607354
"81","81","81",9995,29.8757622092261,4.99527463313708,2523.28934705109,15.4255132372186,0.0609322491321248,1.80923542275418,3.06113425639001,0.368920277036367,130.106900490997,1.71413510922427,0.116637660589624
"82","82","82",9996,28.2873516614811,23.7369174049143,4127.82836644729,15.6553949802246,0.0615470383728167,1.88517755074475,3.07975447856125,0.376685740062875,137.832535975,1.81626771813915,0.122215096220863
"83","83","83",9997,31.5963869650129,36.6546923004961,6466.63125012728,16.349081437134,0.0621653271865601,1.95330444252987,3.10481952323064,0.384337360081015,146.609422926854,1.93478424721888,0.128477005674274
"84","84","84",9998,27.2284601177354,15.0560688129528,12085.7881715283,14.4056631572529,0.0628687963299135,2.02153928902306,3.14499722583475,0.391067515643432,155.527287463996,2.06664813835097,0.13485665538522
"85","85","85",9999,30.6589562057019,27.6556580111402,1461.61747033982,14.9259614723959,0.0636210165464681,2.08876524986271,2.8102332525675,0.397935472946184,164.71688983073,2.29783293630006,0.143166763844564
"86","86","86",10000,29.1005976212595,42.7503039693714,2838.28105332242,15.1277435120134,0.0646446313277498,2.1556971956477,2.88488277286464,0.404827169565922,174.692893540094,2.64697022393068,0.151846845238652
"87","87","87",10001,33.0950077592194,19.7477867335832,4518.92245409237,15.2857432697547,0.0665125622709875,2.23464999684845,2.91586432987838,0.411804885667111,186.097626369687,0.372533697772488,0.162934941175848
"88","88","88",10002,26.548176565006,31.8963192970619,7166.68169576968,15.4515643670589,0.0573239112233241,2.32606025857419,2.93703735810189,0.418685623052137,199.857834780004,0.564946529743417,0.174078106461319
"89","89","89",10003,30.2623227255106,52.4848542115498,14366.7341985714,15.6987694738471,0.0586987977883426,2.44725734974381,2.95254276320743,0.42578559000037,216.013552491324,0.64018246670885,0.187326339553982
"90","90","90",10004,28.6951687601145,10.4470871427526,1738.17002938696,16.6313795340567,0.0596182412291398,2.66567365506052,2.96548841164134,0.433802385783344,235.745160975506,0.700985357257247,0.205592033223832
"91","91","91",10005,32.2298767998841,25.0681559625506,3111.92393063307,14.5462623267364,0.060346160897056,1.40287535975787,2.97703110525772,0.442403694001183,269.89349865702,0.75572178504269,0.234019193876904
"92","92","92",10006,27.8270670175976,38.4719075924476,4926.50165870489,14.9627100566246,0.0609918042370278,1.60696488356883,2.98893526055463,0.453238935194005,13.4505943286751,0.8035581817856,0.283799280883348
"93","93","93",10007,31.1057887668162,16.7305775427369,7944.9241290931,15.1507117540757,0.0616035659673563,1.72166196824639,2.9996002354757,0.468325525628423,34.0647901639338,0.847516630571003,0.0225741687706401
"94","94","94",10008,29.5085768879175,29.0099470570663,18594.1449637702,15.3078720245738,0.0622234723541876,1.81554977695195,3.01071413898884,0.490226774074919,47.5609286366292,0.891162504849854,0.0368884543637593
"95","95","95",10009,34.83677753962,45.5375964721721,1993.00748944545,15.479080579938,0.0629380912715877,1.88970135372836,3.02212987801591,0.291122846163879,58.234823537966,0.93356773710331,0.0439780215777997
"96","96","96",10010,24.7156441329956,21.1216673185876,3422.06116931312,15.7512977536636,0.0637094784203922,1.95892007204434,3.03453985203804,0.324488861996072,67.3174646577208,0.972248266679054,0.0493261731424351
"97","97","97",10011,29.788657430078,33.4145129393837,5369.59058625908,17.3298105852723,0.0647509577549777,2.02630917089962,3.04666820660898,0.339691093672301,75.567131643363,1.01662130885122,0.0542256683279809
"98","98","98",10012,28.1635456700688,57.8929815005488,8945.96574264488,11.092188470707,0.0668617863744211,2.09253996952079,3.06205437645284,0.351620509225458,83.6122182531356,1.05801745328847,0.0584668137743381
"99","99","99",10013,31.4553715574489,13.0981980254142,31545.4363537348,14.6564835069121,0.0574927743175161,2.16063318910242,3.08082849025199,0.36114927213141,91.3428259952688,1.09964646195595,0.0624887447692283
"100","100","100",10014,27.0897010283624,26.2792487779689,836.674265902751,14.9971661799688,0.0587974014261498,2.24141009848901,3.10650823179693,0.369277132715401,99.1244849450009,1.14503141965665,0.0664253788731604
"101","101","101",10015,30.5623904460118,40.5816374528298,2302.1924438362,15.1785976200812,0.0596917717621885,2.33366874107323,3.14785724991847,0.37714546482108,106.647786589054,1.18749205222871,0.0699435977303483
"102","102","102",10016,29.0016044334364,18.312010485688,3830.17126270924,15.33407800042,0.0604155413587072,2.45683689271527,2.81890898599982,0.384754024369367,114.341690368064,1.23297043400644,0.073902240791294
"103","103","103",10017,32.8180241140555,30.3722993383139,5985.71829843201,15.5101426202236,0.0610473312324991,2.6890999856598,2.88712575068644,0.391407113189795,122.237930048121,1.2792816553952,0.0777336155488882
"104","104","104",10018,26.3186677727581,48.6143794943378,10598.7757829374,15.8302681860227,0.0616563688095738,1.42471427705226,2.91706830733969,0.39833698318643,130.469668885221,1.32909299166497,0.0813147214165561
"105","105","105",10019,30.1603170423329,22.411440415104,1217.78220098606,12.8375060868788,0.0622895316330771,1.61689170225247,2.93806541404867,0.405276532413281,138.42721679788,1.37920982078733,0.0853082905366675
"106","106","106",10020,28.5968154977825,34.9380117510339,2582.74712600931,14.7331151401596,0.0630073843116918,1.73003311732152,2.9531883499165,0.412110452636513,147.10554988944,1.42823752389139,0.0893571681971648
"107","107","107",10021,32.0497842518587,66.3487385933488,4206.93773816517,15.0292724127664,0.0637885246377219,1.82182391251401,2.9660192483366,0.418978241346452,155.970283914382,1.48895261155884,0.0939375943891735
"108","108","108",10022,27.6853850778784,7.72986080128108,6596.64587835842,15.1991306051454,0.064866236541597,1.89451327295387,2.97761891150453,0.426213226659566,165.141953031991,1.54996021166072,0.09826162128247
"109","109","109",10023,31.0007121102018,24.1897120972303,12461.3851653235,15.3584144394194,0.0673828169692319,1.96351505524282,2.98952988040396,0.434246804398617,175.235837327389,1.62317522702507,0.102375301288182
"110","110","110",10024,29.4092042538472,37.2125982915667,1521.23525916343,15.5434008703352,0.0576625074090286,2.0321460342395,3.00028965425324,0.442947668004261,186.801200814223,1.71627222403001,0.107162267125651
"111","111","111",10025,34.2117302371138,15.6553206536894,2893.57477600513,15.9070841099024,0.0588940835395396,2.09747094341167,3.01148822328885,0.453791228475359,200.330088743807,1.81938517992624,0.111712254951705
"112","112","112",10026,25.7564656592874,28.113425050035,4593.65984311739,13.5972340154536,0.059771577348673,2.16616286093452,3.02259142101871,0.469191229890714,216.592910191621,1.93720030313431,0.116819932596713
"113","113","113",10027,29.9726226988022,43.6088841495147,7313.40512613854,14.7981375566636,0.0604813859376488,2.24771767812155,3.03519207862987,0.492213454247144,236.880492828119,2.07480893439306,0.122612968948351
"114","114","114",10028,28.403834917669,20.2344998039791,14932.0683765151,15.0596338018704,0.061104389254698,2.34082712063598,3.04757018744268,0.294932112731341,272.051357169544,2.30420900534399,0.128751533605666
"115","115","115",10029,31.743734415195,32.4150264415377,1791.98138997717,15.2240708392338,0.0617211906427154,2.46854550765618,3.06294584786004,0.325393861745572,15.1911133479546,2.65849959484045,0.135188557469378
"116","116","116",10030,27.4124472346831,54.0880632897212,3166.69508554646,15.3802594986535,0.0623444283555844,2.72392068803548,3.0819248540091,0.340558484283808,34.9222676351815,0.393563602868312,0.143403883455189
"117","117","117",10031,30.7650912758236,11.384059623657,5026.27320873754,15.5788909720153,0.06308469893863,1.44369688372529,3.10843786247967,0.352244100586017,48.0159989494298,0.56927344765981,0.152373812415179
"118","118","118",10032,29.209132708242,25.4660028246728,8151.62141513012,16.0094249463798,0.063868233467155,1.62687715577904,3.15195611642055,0.361736536957002,58.6483366886269,0.643573447722131,0.163247882865637
"119","119","119",10033,33.3923615123077,39.1630439215174,20098.5323613762,14.0039750604149,0.064976894352134,1.7374688932091,2.82810648229322,0.369778456345573,67.639891949085,0.702993188585795,0.174597869015936
"120","120","120",10034,26.7667840314855,17.2742188437175,2034.38093678251,14.8449499998605,0.0681031695514069,1.82788397313171,2.889363886086,0.377534670489879,75.9031971325191,0.756860902961974,0.187832780566046
"121","121","121",10035,30.3727775178969,29.456580530237,3490.95039740529,15.0849245904573,0.0524803420472603,1.8994828538541,2.9190477775083,0.385214491408318,84.0119030553238,0.805502087868305,0.206250950120399
"122","122","122",10036,28.7860786462961,46.5235146771114,5466.48348848629,15.2466396069991,0.0578243533011395,1.96785180728343,2.93918446816689,0.391766520092611,91.6554395439032,0.848834109722036,0.234949161292835
"123","123","123",10037,32.4015188201702,21.5335492317496,9220.96512133152,15.4043122520351,0.0589822438728507,2.0387082053902,2.95415724207928,0.398839118138387,99.4998957058237,0.892198424258429,0.285465618356939
"124","124","124",10038,27.9383993774343,33.8729032763024,40138.7326967209,15.6199898876178,0.0598359785916615,2.10273089947981,2.96677284980832,0.405647471293186,106.895521269236,0.934538698511552,0.0233800424112789
"125","125","125",10039,31.21872346183,60.1410893491095,303.198483395785,16.1644411206863,0.0605399230809293,2.17219047653147,2.97821311360593,0.412427536547602,114.814029404628,0.973769766582084,0.0370485076891169
"126","126","126",10040,29.5982251057141,13.9032019926614,2096.06722818357,14.2528415063292,0.0611695520183386,2.25485620093678,2.99018913677406,0.419424813953172,122.453908130569,1.01794486799557,0.0441537808542361
"127","127","127",10041,36.0108854198169,26.7478069416704,3563.6083723449,14.8915387438422,0.0617868925957191,2.34967417379178,3.00103948853876,0.426574403222613,130.761551760168,1.05980472737741,0.0495189731396721
"128","128","128",10042,22.9382962045032,41.2192699359353,5578.45333140388,15.1087002162183,0.0624156643448796,2.48233588634812,3.01204096308547,0.434644525516884,138.6727478456,1.10142573607281,0.0543933401480955
"129","129","129",10043,29.6779419834685,18.7944611356569,9519.21154491215,15.2678643691254,0.0631452253326661,2.76359167301758,3.02323622293416,0.443443185049342,147.478214082766,1.14623667836551,0.0585980211434588
"130","130","130",10044,28.021431003116,30.9144054800812,925.544987558797,15.4287039464712,0.0639479154546368,1.46465776550062,3.03591666930306,0.454497938981251,156.336483575548,1.1887026955941,0.062597010977604
"131","131","131",10045,31.3078266645926,49.7830441404937,2365.04289119335,15.6615060552267,0.0651056256549171,1.63731307047314,3.04854438058444,0.470062304469141,165.620719409438,1.23518774814547,0.0665195000954729
"132","132","132",10046,26.8939854862653,22.8688073300417,3907.70765346821,16.3761960995222,0.0549056199299498,1.74513850173376,3.06392378140984,0.493498857582462,175.832236704969,1.2803299581553,0.0700539202361764
"133","133","133",10047,30.4509644779631,35.5019096559883,6139.9258759132,14.4300941254542,0.0579429991068137,1.83364335938257,3.08319733025021,0.298153053721128,187.246383696333,1.33129364519382,0.0740065262615401
"134","134","134",10048,28.8730878944774,72.1066529756548,10960.5223487023,14.9306920510852,0.0590699332341495,1.90496753833399,3.1106314947288,0.326407417307068,200.857086822229,1.38138075798873,0.0778052113543747
"135","135","135",10049,32.5599794149778,9.15400886714873,1298.56500475237,15.1311450237518,0.0598980480345175,1.97306352347497,3.15602913471724,0.341195491849152,217.455791333965,1.43163943049544,0.0813811088488075
"136","136","136",10050,26.0129386948121,24.6194245452582,2658.50788557377,15.2889894013061,0.0605991412421938,2.04344704722363,2.83623045962849,0.352686223736267,238.149705102286,1.49059981948911,0.0853892436849667
"137","137","137",10051,30.0469574006617,37.7944654550156,4298.45451896357,15.4548874351167,0.0612259380895609,2.10794585228009,2.89128165444946,0.362283084865521,274.325091730423,1.55178332264695,0.0895278177446855
"138","138","138",10052,28.4822527454275,16.1935174762636,6786.50276886264,15.7051115967791,0.0618454965319505,2.17804032370866,2.92026145240141,0.37023050100266,16.0839843810265,1.62622873808957,0.0940377207277868
"139","139","139",10053,31.8565854532737,28.5791348498644,12914.1262655806,16.6958573864639,0.0624825866038387,2.26206643642502,2.93992549582685,0.377876918207662,35.3800987011717,1.71908663900171,0.0983608105187999
"140","140","140",10054,27.5102179185478,44.5870816734019,1581.46384697896,14.5603195390202,0.0632101763446712,2.35826788355835,2.95494976174126,0.38551609219369,48.4010330466787,1.82124962623517,0.102476509590187
